word1,word2,similarity_type,relation
rendering,supply,direct,synonym
gades,gad,direct,synonym
loosing,unleash,direct,synonym
fabric,crinoline,direct,hyponym
lowlife,crumb,direct,synonym
cranny,depression,direct,hypernym
hedging,sidestep,direct,synonym
takeing,exact,direct,synonym
slug,swig,direct,synonym
blot,stain,direct,synonym
announce,inform,direct,hypernym
hitting,ace,direct,hyponym
sobriety,somberness,direct,synonym
grass,crop,direct,hypernym
saw,imagine,direct,hypernym
drop,swing,direct,synonym
bettered,amend,direct,synonym
mucilage,cement,direct,hypernym
atom,particle,direct,synonym
draged,sweep,direct,synonym
remit,remit,direct,synonym
queerness,gayness,direct,synonym
cramping,hamper,direct,synonym
kongo,bantu,direct,hypernym
wields,swing,direct,hyponym
ice,crystal,direct,hypernym
biscuit,kiss,direct,hyponym
slaughter,butcher,direct,synonym
dampens,mute,direct,synonym
brocaded,weave,direct,hypernym
verbalized,marvel,direct,hyponym
arse,keister,direct,synonym
translated,paraphrase,direct,hypernym
fug,fog,direct,hypernym
sanctimonious,sanctimonious,direct,synonym
laggard,straggler,direct,hyponym
tallied,correlate,direct,hyponym
rivet,recall,direct,hyponym
birding,bird,direct,synonym
wrought,mound,direct,hyponym
defibrillated,restore,direct,hypernym
milady,milady,direct,synonym
rodent,gerbil,direct,hyponym
attract,capture,direct,hyponym
soiling,splash,direct,hyponym
impeached,impeach,direct,synonym
mimicing,imitate,direct,hypernym
craves,starve,direct,synonym
flicked,snap,direct,synonym
attacking,pepper,direct,hyponym
luff,sail,direct,hypernym
broad,liberal,direct,synonym
nourishment,milk,direct,hyponym
denturist,technician,direct,hypernym
meriting,deserve,direct,synonym
appended,tack,direct,synonym
ghb,soap,direct,hyponym
gens,name,direct,synonym
commissioner,member,direct,hypernym
scissors,snuffer,direct,hyponym
stinker,stinker,direct,synonym
dispersing,spray,direct,hyponym
grimmest,inexorable,direct,synonym
cheating,job,direct,hyponym
instant,pinpoint,direct,hyponym
handcart,barrow,direct,hyponym
story,annals,direct,hyponym
wordier,wordy,direct,synonym
balmiest,kookie,direct,synonym
laming,scat,direct,synonym
philanderer,wolf,direct,hyponym
whiten,white,direct,synonym
preparation,schooling,direct,hyponym
grounded,ground,direct,synonym
swerving,swerving,direct,synonym
buggery,buggery,direct,synonym
murmur,complain,direct,hypernym
mystify,riddle,direct,hyponym
appraising,valuate,direct,synonym
muck,goo,direct,synonym
overborne,compress,direct,hypernym
curved,slue,direct,synonym
pairing,deflower,direct,hyponym
mendes,heal,direct,synonym
be,inhabit,direct,hyponym
discovered,divulge,direct,synonym
unloads,offload,direct,synonym
impromptu,extemporaneous,direct,synonym
wearied,jaded,direct,synonym
easing,facilitate,direct,synonym
discussing,bandy,direct,hyponym
submit,present,direct,synonym
dispatch,shipment,direct,synonym
ghastly,gruesome,direct,synonym
parachuter,parachutist,direct,synonym
pressing,agitate,direct,synonym
impelled,move,direct,hypernym
adorns,spangle,direct,hyponym
monopolizing,have,direct,hypernym
amaze,amaze,direct,synonym
trigonometry,trig,direct,synonym
pretense,pretext,direct,synonym
disposition,disposal,direct,synonym
twisted,sprain,direct,synonym
impediment,albatross,direct,hyponym
batty,loopy,direct,synonym
prowess,horology,direct,hyponym
indicates,mark,direct,hyponym
strike,make,direct,hypernym
hitting,hit,direct,synonym
oratorio,oratorio,direct,synonym
prescience,prescience,direct,synonym
taken,direct,direct,synonym
adept,wiz,direct,synonym
bob,float,direct,hypernym
certified,secure,direct,hypernym
intension,connotation,direct,synonym
truncating,shorten,direct,hypernym
unpack,pack,direct,antonym
filariasis,filariasis,direct,synonym
timing,clock,direct,synonym
debunking,debunking,direct,synonym
irritable,nettlesome,direct,synonym
foaming,bubbling,direct,synonym
hammer,hammering,direct,synonym
united,reunify,direct,hyponym
squandering,squandering,direct,synonym
unseeing,eyeless,direct,synonym
acquited,deal,direct,hyponym
detonate,detonate,direct,synonym
persistency,doggedness,direct,synonym
spear,transfix,direct,hypernym
throttling,gate,direct,hyponym
withdrawn,burl,direct,hyponym
preclude,stop,direct,hyponym
separated,tear,direct,hyponym
grass,pasturage,direct,synonym
identify,describe,direct,synonym
writer,polemicist,direct,hyponym
licensed,charter,direct,hyponym
eld,eld,direct,synonym
nix,outlaw,direct,hyponym
tantalizing,razz,direct,synonym
matte,felt,direct,synonym
disavow,deny,direct,hypernym
connoisseurship,connoisseurship,direct,synonym
tier,rope,direct,hypernym
coiffure,hairdo,direct,synonym
perverting,poison,direct,hyponym
peer,baron,direct,hyponym
introduction,entry,direct,synonym
marchioness,lady,direct,hypernym
ferment,turbulence,direct,hypernym
looney,loony,direct,synonym
subsidiary,company,direct,hypernym
protrude,spear,direct,hyponym
specific,fact,direct,hypernym
impostor,pretender,direct,synonym
bucketful,bucket,direct,synonym
outstrips,surpass,direct,synonym
embellishes,illuminate,direct,hyponym
assay,immunohistochemistry,direct,hyponym
prefaced,preamble,direct,hyponym
stomp,walk,direct,hypernym
prickle,prick,direct,synonym
leaded,head,direct,synonym
overspent,consume,direct,hypernym
enjoys,bask,direct,synonym
waxy,pliant,direct,synonym
surmounted,outstrip,direct,synonym
advanced,forge,direct,hyponym
superintended,administer,direct,hypernym
tasted,sample,direct,synonym
developes,evolve,direct,synonym
person,visionary,direct,hyponym
haughtiest,sniffy,direct,synonym
emasculates,sterilize,direct,hypernym
guide,channelize,direct,synonym
skint,broke,direct,synonym
bite,munch,direct,hyponym
altering,desensitize,direct,hyponym
covered,handle,direct,synonym
beam,air,direct,synonym
miss,overlook,direct,synonym
cunning,wiliness,direct,synonym
sop,ret,direct,hyponym
district,territory,direct,synonym
repossessing,get,direct,hypernym
earliest,former,direct,synonym
pierced,punch,direct,hyponym
seclude,withdraw,direct,synonym
landowner,abutter,direct,hyponym
shrouded,enshroud,direct,synonym
photographer,artist,direct,hypernym
iterated,tell,direct,hypernym
transferring,download,direct,hyponym
image,representation,direct,hypernym
biked,bike,direct,synonym
detered,rede,direct,hypernym
forfeited,forego,direct,synonym
monacan,european,direct,hypernym
playgoer,spectator,direct,hypernym
comprehend,grok,direct,synonym
pedant,scholastic,direct,synonym
rating,betray,direct,synonym
gist,stuff,direct,hyponym
loaded,affluent,direct,synonym
clown,whiteface,direct,hyponym
greet,address,direct,hypernym
cause,destiny,direct,hyponym
misinterpreted,misinterpret,direct,synonym
quarter,tail,direct,synonym
countless,myriad,direct,synonym
depend,depend,direct,synonym
hibernate,rest,direct,hypernym
mezuzah,section,direct,hypernym
scalding,attack,direct,hypernym
wildest,waste,direct,synonym
ornamental,plant,direct,hypernym
civilized,cultured,direct,synonym
cartesian,cartesian,direct,synonym
exaggerate,make,direct,hypernym
changing,tense,direct,hyponym
jog,locomotion,direct,hypernym
went,conk,direct,synonym
drop,plop,direct,hyponym
coned,cheat,direct,hypernym
levered,lever,direct,synonym
dithering,flap,direct,synonym
benefited,benefit,direct,synonym
frustrates,baffle,direct,synonym
skin,shinny,direct,synonym
bum,rotter,direct,synonym
consider,contemplate,direct,hyponym
differing,disagree,direct,synonym
unscrambled,unscramble,direct,synonym
embellish,stucco,direct,hyponym
fungicide,fungicide,direct,synonym
garner,mobilize,direct,hyponym
subject,patriot,direct,hyponym
upsetting,move,direct,hypernym
lunch,meal,direct,hypernym
horrific,terrible,direct,synonym
procures,copyright,direct,hyponym
mesmerise,sedate,direct,hypernym
passage,phrase,direct,hyponym
arriviste,parvenu,direct,synonym
hydrogenated,hydrogenate,direct,synonym
go,starve,direct,hyponym
indebtedness,liability,direct,synonym
perishes,decease,direct,synonym
angle,slope,direct,hyponym
see,undergo,direct,hypernym
dashing,pall,direct,synonym
dodge,dodge,direct,synonym
gazillion,million,direct,synonym
cleave,touch,direct,hypernym
regreted,miss,direct,hypernym
slant,weight,direct,synonym
soldiery,hostile,direct,hyponym
blended,absorb,direct,hyponym
gruffness,shortness,direct,synonym
niceness,politeness,direct,synonym
persian,asian,direct,hypernym
vanquishing,outdo,direct,hyponym
work,manipulate,direct,hypernym
unite,weld,direct,hyponym
order,tidiness,direct,hyponym
seizing,preoccupy,direct,hyponym
extending,globalize,direct,hyponym
fertilizing,dung,direct,hyponym
underestimated,overvalue,direct,antonym
equiping,outfit,direct,synonym
tallying,look,direct,hyponym
cheekiness,crust,direct,synonym
spieles,tongue,direct,hyponym
gaucho,cowboy,direct,hypernym
revolutionising,revolutionize,direct,synonym
avowal,profession,direct,hyponym
medicament,astringent,direct,hyponym
scavenging,gather,direct,hypernym
bellarmine,longbeard,direct,synonym
sycamore,maple,direct,hypernym
secure,batten,direct,synonym
renting,give,direct,hypernym
sustained,experience,direct,hypernym
terminate,ax,direct,hyponym
spectating,spectate,direct,synonym
ambushing,wait,direct,hypernym
tottered,toddle,direct,synonym
furnish,dado,direct,hyponym
boasted,gas,direct,synonym
revivifying,stimulate,direct,hypernym
rehabilitates,rehabilitate,direct,synonym
salmonberry,cloudberry,direct,synonym
chapter,phase,direct,hypernym
outdid,outweigh,direct,hyponym
inhaled,inhale,direct,synonym
enticement,bait,direct,hyponym
ceiling,roof,direct,synonym
capitulation,surrender,direct,synonym
driest,dry,direct,synonym
strap,flagellate,direct,hyponym
flavorful,flavorful,direct,synonym
operator,function,direct,hypernym
untangled,disentangle,direct,synonym
braunschweig,brunswick,direct,synonym
ameliorating,mend,direct,hyponym
regaining,get,direct,hypernym
dressing,fertilization,direct,synonym
goed,zoom,direct,hyponym
attached,couple,direct,hyponym
mom,momma,direct,synonym
boozed,claret,direct,hyponym
frictional,frictional,direct,synonym
heap,arrange,direct,hypernym
shoot,flight,direct,hyponym
assize,regulation,direct,hypernym
intending,aim,direct,hyponym
residing,crash,direct,hyponym
enquires,pry,direct,hyponym
leaving,leave,direct,synonym
indicate,call,direct,hyponym
withstood,resist,direct,synonym
putting,assign,direct,synonym
damascene,design,direct,hypernym
hostelry,auberge,direct,synonym
patching,join,direct,hypernym
represented,misrepresent,direct,hyponym
compelled,compel,direct,synonym
living,comfort,direct,hyponym
hightailed,hightail,direct,synonym
interchanged,subrogate,direct,hyponym
distributes,transfer,direct,hypernym
anachronism,artifact,direct,hypernym
change,edit,direct,hyponym
coping,grapple,direct,synonym
crashing,blooming,direct,synonym
thingamabob,doodad,direct,synonym
fought,feud,direct,hyponym
captivate,capture,direct,synonym
curfew,curfew,direct,synonym
lend,lend,direct,synonym
move,rampage,direct,hyponym
disbarment,disbarment,direct,synonym
gorging,glut,direct,synonym
repatriated,expatriate,direct,antonym
unrenewable,renewable,direct,antonym
border,fringe,direct,hyponym
beating,crush,direct,synonym
noise,honk,direct,hyponym
broncho,broncho,direct,synonym
play,confront,direct,hyponym
flocking,clump,direct,synonym
sweatpants,trouser,direct,hypernym
attaining,access,direct,hyponym
reappeared,appear,direct,hypernym
confines,rail,direct,hyponym
make,fix,direct,synonym
hole,hollow,direct,synonym
bus,minibus,direct,hyponym
buoyed,buoy,direct,synonym
riposted,riposte,direct,synonym
modest,meek,direct,synonym
danceable,danceable,direct,synonym
drink,posset,direct,hyponym
cola,pepsi,direct,hyponym
flyspeck,midget,direct,synonym
athlete,jock,direct,synonym
purporting,purport,direct,synonym
noble,palatine,direct,hyponym
atrium,court,direct,hypernym
prescript,direction,direct,hypernym
fix,winterize,direct,hyponym
postulating,ask,direct,synonym
gaffer,honcho,direct,synonym
outdoors,outdoors,direct,synonym
avenged,punish,direct,hypernym
thickening,thickener,direct,synonym
divided,split,direct,synonym
rely,believe,direct,hypernym
chieftain,chieftain,direct,synonym
shedder,attacker,direct,hypernym
lodging,barrack,direct,hyponym
vexes,elude,direct,hyponym
curative,panacea,direct,hyponym
littoral,littoral,direct,synonym
close,skinny,direct,synonym
chromed,plate,direct,hypernym
terzetto,trinity,direct,synonym
foiles,baffle,direct,synonym
perfume,aroma,direct,synonym
needed,cost,direct,hyponym
ransoming,redeem,direct,synonym
consumed,consume,direct,synonym
deadening,degradation,direct,hypernym
edified,enlighten,direct,synonym
signer,communicator,direct,hypernym
nettling,gravel,direct,synonym
debriefing,question,direct,hypernym
interlaces,wattle,direct,hyponym
someone,individual,direct,synonym
squandered,fritter,direct,hyponym
vowel,consonant,direct,antonym
encyclical,letter,direct,hypernym
corresponding,meet,direct,hyponym
butler,manservant,direct,hypernym
privatisation,privatization,direct,synonym
legendary,fabled,direct,synonym
pronouncing,roll,direct,hyponym
run,enforce,direct,hypernym
dwarf,overshadow,direct,synonym
springy,live,direct,synonym
expendable,spendable,direct,synonym
swept,cover,direct,hypernym
grapheme,pictograph,direct,hyponym
ravage,waste,direct,synonym
tightest,tight,direct,synonym
truster,supporter,direct,hypernym
collateral,corroborative,direct,synonym
viper,viper,direct,synonym
given,heap,direct,hyponym
popish,popish,direct,synonym
proportion,proportion,direct,synonym
biggest,magnanimous,direct,synonym
planing,cut,direct,hypernym
setting,parallelize,direct,hyponym
duke,duke,direct,synonym
substantiate,actualize,direct,synonym
flourish,embellishment,direct,hypernym
shortest,poor,direct,synonym
barkeep,mixologist,direct,synonym
energises,energize,direct,synonym
galley,vessel,direct,hypernym
mincer,mincer,direct,synonym
scholar,alumnus,direct,hyponym
volunteering,work,direct,hypernym
metal,hafnium,direct,hyponym
wear,apparel,direct,hyponym
shovelful,shovelful,direct,synonym
arouse,arouse,direct,synonym
impersonates,pose,direct,synonym
gypsum,gypsum,direct,synonym
raptor,hawk,direct,hyponym
message,radiogram,direct,hyponym
quantification,measurement,direct,hypernym
bluer,drab,direct,synonym
consecrates,consecrate,direct,synonym
awaken,call,direct,hyponym
smearing,assassinate,direct,hyponym
zed,z,direct,synonym
losing,profit,direct,antonym
experiment,experiment,direct,synonym
adorns,enamel,direct,hyponym
superabundance,overabundance,direct,synonym
cede,deliver,direct,synonym
utilize,implement,direct,hyponym
cut,inflate,direct,hyponym
bid,outcall,direct,hyponym
brandmark,tag,direct,hypernym
freshman,fresher,direct,synonym
legitimatizing,outlaw,direct,antonym
decorates,be,direct,hypernym
disturb,agitate,direct,synonym
vasodilator,pentaerythritol,direct,hyponym
sequestered,secluded,direct,synonym
controling,tease,direct,hyponym
straightened,untwist,direct,hyponym
sybarite,sybarite,direct,synonym
tympanum,kettle,direct,synonym
fuzzy,hazy,direct,synonym
sterilize,desex,direct,synonym
flume,gulch,direct,synonym
clunk,clop,direct,synonym
option,impossibility,direct,hyponym
sporty,clean,direct,synonym
takeing,abstain,direct,antonym
braggart,egotist,direct,hypernym
grid,form,direct,hypernym
mill,cannery,direct,hyponym
washing,whitewash,direct,hyponym
place,appose,direct,hyponym
demeaned,reduce,direct,hyponym
filtered,permeate,direct,synonym
ravaged,waste,direct,synonym
wideness,immensity,direct,synonym
removing,tip,direct,hyponym
buffeted,buffet,direct,synonym
repeated,recapitulate,direct,synonym
worst,sorry,direct,synonym
teem,pour,direct,synonym
strength,firmness,direct,hyponym
ex,letter,direct,hypernym
plastique,plastique,direct,synonym
maked,compile,direct,hyponym
show,cabaret,direct,hyponym
foil,cover,direct,hypernym
nembutal,barbiturate,direct,hypernym
discontinued,drop,direct,hyponym
passed,authorize,direct,synonym
extends,give,direct,hypernym
collapsed,give,direct,synonym
discharge,shooting,direct,hypernym
upper,upper,direct,synonym
aliveness,living,direct,synonym
screen,door,direct,hypernym
horsewoman,horsewoman,direct,synonym
satisfying,answer,direct,hyponym
genuineness,actuality,direct,hypernym
